Temp,m2.0,m18.0,m26.0,m27.0,m28.0,m29.0,m31.0,m41.0,m44.0,m45.0
176848.09999999998,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176894.5,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176878.80000000002,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176794.09999999998,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176797.40000000002,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176850.5,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176900.9,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176966.5,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176905.5,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176809.9,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176853.3,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176933.5,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176881.0,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176810.5,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176820.69999999998,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176742.9,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176773.9,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176887.40000000002,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176894.2,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176832.6,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176818.90000000002,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176850.9,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176844.30000000002,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176928.1,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176926.8,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176866.4,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
176914.0,0.0,0.0,33364.70885542634,74740.93491469885,11332.010693767084,96586.31720727851,314237.4511000064,3799.798775419773,0.0,137517.25280081586
